council_name,council_code,polling_district_id,address,postcode,source
Erewash Borough Council,E07000036,AW1,,,
Erewash Borough Council,E07000036,AW2,,,
Erewash Borough Council,E07000036,BRE1,,,
Erewash Borough Council,E07000036,BRE2,,,
Erewash Borough Council,E07000036,COT1,,,
Erewash Borough Council,E07000036,COT2,,,
Erewash Borough Council,E07000036,COT3,,,
Erewash Borough Council,E07000036,DR1,,,
Erewash Borough Council,E07000036,DR2,,,
Erewash Borough Council,E07000036,DR3,,,
Erewash Borough Council,E07000036,DR4,,,
Erewash Borough Council,E07000036,DRE1,,,
Erewash Borough Council,E07000036,DRE2,,,
Erewash Borough Council,E07000036,DRE3,,,
Erewash Borough Council,E07000036,DRW1,,,
Erewash Borough Council,E07000036,DRW2,,,
Erewash Borough Council,E07000036,DRW3,,,
Erewash Borough Council,E07000036,HF1,,,
Erewash Borough Council,E07000036,HF2,,,
Erewash Borough Council,E07000036,KHS1,,,
Erewash Borough Council,E07000036,KHS2,,,
Erewash Borough Council,E07000036,KHS3,,,
Erewash Borough Council,E07000036,KHS4,,,
Erewash Borough Council,E07000036,KHS5,,,
Erewash Borough Council,E07000036,LAR1,,,
Erewash Borough Council,E07000036,LAR2,,,
Erewash Borough Council,E07000036,LAR3,,,
Erewash Borough Council,E07000036,LEC1,,,
Erewash Borough Council,E07000036,LEC2,,,
Erewash Borough Council,E07000036,LEC3,,,
Erewash Borough Council,E07000036,LES1,,,
Erewash Borough Council,E07000036,LES2,,,
Erewash Borough Council,E07000036,LES3,,,
Erewash Borough Council,E07000036,LES4,,,
Erewash Borough Council,E07000036,LES5,,,
Erewash Borough Council,E07000036,LH1,,,
Erewash Borough Council,E07000036,LH2,,,
Erewash Borough Council,E07000036,LH3,,,
Erewash Borough Council,E07000036,NR,,,
Erewash Borough Council,E07000036,OB1,,,
Erewash Borough Council,E07000036,OB2,,,
Erewash Borough Council,E07000036,OB3,,,
Erewash Borough Council,E07000036,SAN1,,,
Erewash Borough Council,E07000036,SAN2,,,
Erewash Borough Council,E07000036,SAW1,,,
Erewash Borough Council,E07000036,SAW2,,,
Erewash Borough Council,E07000036,SV1,,,
Erewash Borough Council,E07000036,SV2,,,
Erewash Borough Council,E07000036,WHD1,,,
Erewash Borough Council,E07000036,WHD2,,,
Erewash Borough Council,E07000036,WHD3,,,
Erewash Borough Council,E07000036,WHD4,,,
Erewash Borough Council,E07000036,WIL1,,,
Erewash Borough Council,E07000036,WIL2,,,
Erewash Borough Council,E07000036,WIL3,,,
