council_name,council_code,polling_district_id,address,postcode,source
Welwyn Hatfield Borough Council,E07000241,AAA,,,
Welwyn Hatfield Borough Council,E07000241,AAB,,,
Welwyn Hatfield Borough Council,E07000241,AAC,,,
Welwyn Hatfield Borough Council,E07000241,ABA,,,
Welwyn Hatfield Borough Council,E07000241,ABB,,,
Welwyn Hatfield Borough Council,E07000241,ABC,,,
Welwyn Hatfield Borough Council,E07000241,BAA,,,
Welwyn Hatfield Borough Council,E07000241,BAB,,,
Welwyn Hatfield Borough Council,E07000241,BBA,,,
Welwyn Hatfield Borough Council,E07000241,BBB,,,
Welwyn Hatfield Borough Council,E07000241,BBC,,,
Welwyn Hatfield Borough Council,E07000241,BBD,,,
Welwyn Hatfield Borough Council,E07000241,BCA,,,
Welwyn Hatfield Borough Council,E07000241,BCB,,,
Welwyn Hatfield Borough Council,E07000241,BCC,,,
Welwyn Hatfield Borough Council,E07000241,BDA,,,
Welwyn Hatfield Borough Council,E07000241,BDB,,,
Welwyn Hatfield Borough Council,E07000241,BEA,,,
Welwyn Hatfield Borough Council,E07000241,BEB,,,
Welwyn Hatfield Borough Council,E07000241,BEC,,,
Welwyn Hatfield Borough Council,E07000241,BFA,,,
Welwyn Hatfield Borough Council,E07000241,BFB,,,
Welwyn Hatfield Borough Council,E07000241,BFC,,,
Welwyn Hatfield Borough Council,E07000241,BFD,,,
Welwyn Hatfield Borough Council,E07000241,BGA,,,
Welwyn Hatfield Borough Council,E07000241,BGB,,,
Welwyn Hatfield Borough Council,E07000241,BGC,,,
Welwyn Hatfield Borough Council,E07000241,CAA,,,
Welwyn Hatfield Borough Council,E07000241,CAB,,,
Welwyn Hatfield Borough Council,E07000241,CAC,,,
Welwyn Hatfield Borough Council,E07000241,CBA,,,
Welwyn Hatfield Borough Council,E07000241,CBB,,,
Welwyn Hatfield Borough Council,E07000241,CCA,,,
Welwyn Hatfield Borough Council,E07000241,CCB,,,
Welwyn Hatfield Borough Council,E07000241,CCC,,,
Welwyn Hatfield Borough Council,E07000241,CCD,,,
Welwyn Hatfield Borough Council,E07000241,CDA,,,
Welwyn Hatfield Borough Council,E07000241,CDB,,,
Welwyn Hatfield Borough Council,E07000241,CDC,,,
Welwyn Hatfield Borough Council,E07000241,CDD,,,
Welwyn Hatfield Borough Council,E07000241,CEA,,,
Welwyn Hatfield Borough Council,E07000241,CEB,,,
Welwyn Hatfield Borough Council,E07000241,DAA,,,
Welwyn Hatfield Borough Council,E07000241,DAB,,,
Welwyn Hatfield Borough Council,E07000241,DAC,,,
Welwyn Hatfield Borough Council,E07000241,DAD,,,
Welwyn Hatfield Borough Council,E07000241,DBA,,,
Welwyn Hatfield Borough Council,E07000241,DCA,,,
Welwyn Hatfield Borough Council,E07000241,DCB,,,
