council_name,council_code,polling_district_id,address,postcode,source
Luton Borough Council,E06000032,BCAS,,,
Luton Borough Council,E06000032,BCBS,,,
Luton Borough Council,E06000032,BCCS,,,
Luton Borough Council,E06000032,BCDS,,,
Luton Borough Council,E06000032,BFAN,,,
Luton Borough Council,E06000032,BFBN,,,
Luton Borough Council,E06000032,BFCN,,,
Luton Borough Council,E06000032,BMAN,,,
Luton Borough Council,E06000032,BMBN,,,
Luton Borough Council,E06000032,BMCN,,,
Luton Borough Council,E06000032,CHAN,,,
Luton Borough Council,E06000032,CHBN,,,
Luton Borough Council,E06000032,CHCN,,,
Luton Borough Council,E06000032,CHDN,,,
Luton Borough Council,E06000032,CHEN,,,
Luton Borough Council,E06000032,CWAS,,,
Luton Borough Council,E06000032,CWBS,,,
Luton Borough Council,E06000032,CWCS,,,
Luton Borough Council,E06000032,DLAS,,,
Luton Borough Council,E06000032,DLBS,,,
Luton Borough Council,E06000032,DLCS,,,
Luton Borough Council,E06000032,DLDS,,,
Luton Borough Council,E06000032,DLES,,,
Luton Borough Council,E06000032,FLAS,,,
Luton Borough Council,E06000032,FLBS,,,
Luton Borough Council,E06000032,FLCS,,,
Luton Borough Council,E06000032,FLDS,,,
Luton Borough Council,E06000032,HTAS,,,
Luton Borough Council,E06000032,HTBS,,,
Luton Borough Council,E06000032,HTCS,,,
Luton Borough Council,E06000032,HTDS,,,
Luton Borough Council,E06000032,HTES,,,
Luton Borough Council,E06000032,IKAN,,,
Luton Borough Council,E06000032,IKBN,,,
Luton Borough Council,E06000032,LBAN,,,
Luton Borough Council,E06000032,LBBN,,,
Luton Borough Council,E06000032,LBCN,,,
Luton Borough Council,E06000032,LGAN,,,
Luton Borough Council,E06000032,LGBN,,,
Luton Borough Council,E06000032,LGCN,,,
Luton Borough Council,E06000032,LGDN,,,
Luton Borough Council,E06000032,LWAN,,,
Luton Borough Council,E06000032,LWBN,,,
Luton Borough Council,E06000032,LWCN,,,
Luton Borough Council,E06000032,LWDN,,,
Luton Borough Council,E06000032,LWEN,,,
Luton Borough Council,E06000032,NWAN,,,
Luton Borough Council,E06000032,NWBN,,,
Luton Borough Council,E06000032,NWCN,,,
Luton Borough Council,E06000032,RGAS,,,
Luton Borough Council,E06000032,RGBS,,,
Luton Borough Council,E06000032,RGCS,,,
Luton Borough Council,E06000032,RGDS,,,
Luton Borough Council,E06000032,RGES,,,
Luton Borough Council,E06000032,SAAN,,,
Luton Borough Council,E06000032,SABN,,,
Luton Borough Council,E06000032,SACN,,,
Luton Borough Council,E06000032,SADN,,,
Luton Borough Council,E06000032,SAEN,,,
Luton Borough Council,E06000032,SHAS,,,
Luton Borough Council,E06000032,SHBS,,,
Luton Borough Council,E06000032,SHCS,,,
Luton Borough Council,E06000032,SHDS,,,
Luton Borough Council,E06000032,SHES,,,
Luton Borough Council,E06000032,SHFS,,,
Luton Borough Council,E06000032,SPAN,,,
Luton Borough Council,E06000032,SPBN,,,
Luton Borough Council,E06000032,SPCN,,,
Luton Borough Council,E06000032,SPDN,,,
Luton Borough Council,E06000032,STAS,,,
Luton Borough Council,E06000032,STBS,,,
Luton Borough Council,E06000032,STCS,,,
Luton Borough Council,E06000032,WMAS,,,
Luton Borough Council,E06000032,WMBS,,,
Luton Borough Council,E06000032,WMCS,,,
Luton Borough Council,E06000032,WMDS,,,
