council_name,council_code,polling_district_id,address,postcode,source
Rochdale Borough Council,E08000005,AA,,,
Rochdale Borough Council,E08000005,AB,,,
Rochdale Borough Council,E08000005,AC,,,
Rochdale Borough Council,E08000005,AD,,,
Rochdale Borough Council,E08000005,BA,,,
Rochdale Borough Council,E08000005,BB,,,
Rochdale Borough Council,E08000005,BC,,,
Rochdale Borough Council,E08000005,BD,,,
Rochdale Borough Council,E08000005,BE,,,
Rochdale Borough Council,E08000005,BF,,,
Rochdale Borough Council,E08000005,CA,,,
Rochdale Borough Council,E08000005,CB,,,
Rochdale Borough Council,E08000005,CC,,,
Rochdale Borough Council,E08000005,CD,,,
Rochdale Borough Council,E08000005,CE,,,
Rochdale Borough Council,E08000005,DA,,,
Rochdale Borough Council,E08000005,DB,,,
Rochdale Borough Council,E08000005,DC,,,
Rochdale Borough Council,E08000005,DD,,,
Rochdale Borough Council,E08000005,DE,,,
Rochdale Borough Council,E08000005,DF,,,
Rochdale Borough Council,E08000005,EA,,,
Rochdale Borough Council,E08000005,EB,,,
Rochdale Borough Council,E08000005,EC,,,
Rochdale Borough Council,E08000005,ED,,,
Rochdale Borough Council,E08000005,EE,,,
Rochdale Borough Council,E08000005,EF,,,
Rochdale Borough Council,E08000005,FA,,,
Rochdale Borough Council,E08000005,FB,,,
Rochdale Borough Council,E08000005,FC,,,
Rochdale Borough Council,E08000005,FD,,,
Rochdale Borough Council,E08000005,FE,,,
Rochdale Borough Council,E08000005,FF,,,
Rochdale Borough Council,E08000005,GA,,,
Rochdale Borough Council,E08000005,GB,,,
Rochdale Borough Council,E08000005,GC,,,
Rochdale Borough Council,E08000005,GD,,,
Rochdale Borough Council,E08000005,GE,,,
Rochdale Borough Council,E08000005,GF,,,
Rochdale Borough Council,E08000005,HA,,,
Rochdale Borough Council,E08000005,HB,,,
Rochdale Borough Council,E08000005,HC,,,
Rochdale Borough Council,E08000005,HD,,,
Rochdale Borough Council,E08000005,IA,,,
Rochdale Borough Council,E08000005,IB,,,
Rochdale Borough Council,E08000005,IC,,,
Rochdale Borough Council,E08000005,ID,,,
Rochdale Borough Council,E08000005,IE,,,
Rochdale Borough Council,E08000005,IF,,,
Rochdale Borough Council,E08000005,JA,,,
Rochdale Borough Council,E08000005,JB,,,
Rochdale Borough Council,E08000005,JC,,,
Rochdale Borough Council,E08000005,JD,,,
Rochdale Borough Council,E08000005,KA,,,
Rochdale Borough Council,E08000005,KB,,,
Rochdale Borough Council,E08000005,KC,,,
Rochdale Borough Council,E08000005,KD,,,
Rochdale Borough Council,E08000005,KE,,,
Rochdale Borough Council,E08000005,LA,,,
Rochdale Borough Council,E08000005,LB,,,
Rochdale Borough Council,E08000005,LC,,,
Rochdale Borough Council,E08000005,LD,,,
Rochdale Borough Council,E08000005,LF,,,
Rochdale Borough Council,E08000005,MA,,,
Rochdale Borough Council,E08000005,MB,,,
Rochdale Borough Council,E08000005,MC,,,
Rochdale Borough Council,E08000005,ME,,,
Rochdale Borough Council,E08000005,MF,,,
Rochdale Borough Council,E08000005,NA,,,
Rochdale Borough Council,E08000005,NB,,,
Rochdale Borough Council,E08000005,NC,,,
Rochdale Borough Council,E08000005,ND,,,
Rochdale Borough Council,E08000005,OA,,,
Rochdale Borough Council,E08000005,OB,,,
Rochdale Borough Council,E08000005,OC,,,
Rochdale Borough Council,E08000005,OD,,,
Rochdale Borough Council,E08000005,OE,,,
Rochdale Borough Council,E08000005,PA,,,
Rochdale Borough Council,E08000005,PB,,,
Rochdale Borough Council,E08000005,PC,,,
Rochdale Borough Council,E08000005,PD,,,
Rochdale Borough Council,E08000005,PE,,,
Rochdale Borough Council,E08000005,PF,,,
Rochdale Borough Council,E08000005,PG,,,
Rochdale Borough Council,E08000005,QA,,,
Rochdale Borough Council,E08000005,QB,,,
Rochdale Borough Council,E08000005,QC,,,
Rochdale Borough Council,E08000005,QD,,,
Rochdale Borough Council,E08000005,QE,,,
Rochdale Borough Council,E08000005,QF,,,
Rochdale Borough Council,E08000005,RA,,,
Rochdale Borough Council,E08000005,RB,,,
Rochdale Borough Council,E08000005,RC,,,
Rochdale Borough Council,E08000005,RD,,,
Rochdale Borough Council,E08000005,RE,,,
Rochdale Borough Council,E08000005,SA,,,
Rochdale Borough Council,E08000005,SB,,,
Rochdale Borough Council,E08000005,SC,,,
Rochdale Borough Council,E08000005,SD,,,
Rochdale Borough Council,E08000005,TA,,,
Rochdale Borough Council,E08000005,TB,,,
Rochdale Borough Council,E08000005,TC,,,
Rochdale Borough Council,E08000005,TD,,,
Rochdale Borough Council,E08000005,TE,,,
