Polling District,Polling Station,Polling Station Postcode,Property,UPRN
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"50, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HR",100100578699
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"49, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HR",100100578698
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"48, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HR",100100578697
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"47, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HR",100100578696
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"46, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HR",100100578695
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"45, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HR",100100578694
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"44, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HR",100100578693
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"43, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HR",100100578692
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"42, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HR",100100578691
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"41, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HR",100100578690
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"39, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HR",100100578688
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"38, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HR",100100578687
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"37, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HR",100100578686
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"23, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HS",100100578674
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"33, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HS",100100578684
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"32, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HS",100100578683
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"31, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HS",100100578682
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"30, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HS",100100578681
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"29, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HS",100100578680
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"28, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HS",100100578679
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"27, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HS",100100578678
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"26, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HS",100100578677
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"25, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HS",100100578676
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"24, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HS",100100578675
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"22, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HS",100100913343
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"20, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HS",100100578673
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"18, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HS",100100578671
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"17, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HS",100100578670
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"16, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HS",100100578669
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"3, MARKS COURT, PENYDARREN, MERTHYR TYDFIL, CF47 9UZ",10034657368
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"6, BRYNMAIR TERRACE, PENYDARREN, MERTHYR TYDFIL, CF47 9HJ",100100913390
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"4, BRYNMAIR TERRACE, PENYDARREN, MERTHYR TYDFIL, CF47 9HJ",100100913341
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"3, BRYNMAIR TERRACE, PENYDARREN, MERTHYR TYDFIL, CF47 9HJ",100100913340
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"2, BRYNMAIR TERRACE, PENYDARREN, MERTHYR TYDFIL, CF47 9HJ",100100913339
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"1, BRYNMAIR TERRACE, PENYDARREN, MERTHYR TYDFIL, CF47 9HJ",100100913338
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"14, HAFAN ELIM, PENYDARREN, MERTHYR TYDFIL, CF47 9LS",200002938063
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"12, HAFAN ELIM, PENYDARREN, MERTHYR TYDFIL, CF47 9LS",200002938061
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"11, HAFAN ELIM, PENYDARREN, MERTHYR TYDFIL, CF47 9LS",200002938060
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"10, HAFAN ELIM, PENYDARREN, MERTHYR TYDFIL, CF47 9LS",200002938059
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"9, HAFAN ELIM, PENYDARREN, MERTHYR TYDFIL, CF47 9LS",200002938058
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"8, HAFAN ELIM, PENYDARREN, MERTHYR TYDFIL, CF47 9LS",200001829651
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"7, HAFAN ELIM, PENYDARREN, MERTHYR TYDFIL, CF47 9LS",200001829650
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"6, HAFAN ELIM, PENYDARREN, MERTHYR TYDFIL, CF47 9LS",200001829649
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"5, HAFAN ELIM, PENYDARREN, MERTHYR TYDFIL, CF47 9LS",200001829648
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"4, HAFAN ELIM, PENYDARREN, MERTHYR TYDFIL, CF47 9LS",200001829647
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"3, HAFAN ELIM, PENYDARREN, MERTHYR TYDFIL, CF47 9LS",200001829646
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"2, HAFAN ELIM, PENYDARREN, MERTHYR TYDFIL, CF47 9LS",200001829645
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"1, HAFAN ELIM, PENYDARREN, MERTHYR TYDFIL, CF47 9LS",200001829644
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"48, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577809
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"47, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577807
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"46, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577806
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"45, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577805
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"44, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577804
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"43, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577803
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"42, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577802
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"41, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577801
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"40, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577800
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"39, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577799
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"38, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577798
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"37, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577797
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"36, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577796
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"35, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577795
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"34, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577794
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"32, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577793
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"31, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577792
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"30, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577791
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"29, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577790
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"28, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577789
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"27, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577788
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"26A, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577810
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"26, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577787
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"25A, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577808
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"25, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577786
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"24, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577785
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"23, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577784
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"21, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577783
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"20, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577782
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"19, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577781
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"17, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577779
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"15, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577778
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"14, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577777
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"13, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577776
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"12, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577775
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"11, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577774
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"10, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577773
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"9, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577772
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"7, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577770
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"6, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577769
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"5, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577768
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"4, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577767
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"3, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577766
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"2, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577765
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"1, NORTH STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9HW",100100577764
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"21, TANYBRYN PLACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EJ",100100577763
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"19, TANYBRYN PLACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EJ",100100577761
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"18, TANYBRYN PLACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EJ",100100577760
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"17, TANYBRYN PLACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EJ",100100577759
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"16, TANYBRYN PLACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EJ",100100577758
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"15, TANYBRYN PLACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EJ",100100577757
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"14, TANYBRYN PLACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EJ",100100577756
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"13, TANYBRYN PLACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EJ",100100577755
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"12, TANYBRYN PLACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EJ",100100577754
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"11, TANYBRYN PLACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EJ",100100577753
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"10, TANYBRYN PLACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EJ",100100577752
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"9, TANYBRYN PLACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EJ",100100577751
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"8, TANYBRYN PLACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EJ",100100577750
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"7, TANYBRYN PLACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EJ",100100577749
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"6, TANYBRYN PLACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EJ",100100577748
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"5, TANYBRYN PLACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EJ",100100577747
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"4, TANYBRYN PLACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EJ",100100577746
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"3, TANYBRYN PLACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EJ",100100577745
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"2, TANYBRYN PLACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EJ",100100577744
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"1, TANYBRYN PLACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EJ",100100577743
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"6, BRYNONEN TERRACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EX",100100577742
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"5, BRYNONEN TERRACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EX",100100577741
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"4, BRYNONEN TERRACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EX",100100577740
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"3, BRYNONEN TERRACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EX",100100577739
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"2, BRYNONEN TERRACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EX",100100577738
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"1, BRYNONEN TERRACE, PENYDARREN, MERTHYR TYDFIL, CF47 9EX",100100577737
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"43, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PX",100100577736
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"42, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PX",100100577735
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"41, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PX",100100577734
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"40, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PX",100100577733
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"39, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PX",100100577732
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"38, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PX",100100577731
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"37, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PX",100100577730
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"36, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PX",100100577729
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"35, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PX",100100577728
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"34, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PX",100100577727
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"33, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PX",100100577726
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"32, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PX",100100577725
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"31, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PJ",100100577724
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"30, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PJ",100100577723
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"29, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PJ",100100577722
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"28, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PJ",100100577721
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"27, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PJ",100100577720
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"26, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PJ",100100577719
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"25, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PJ",100100577718
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"24, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PJ",100100577717
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"23, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PJ",100100577716
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"22, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PJ",100100577715
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"21, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PJ",100100577714
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"20, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PJ",100100577713
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"19, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PJ",100100577712
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"18, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PJ",100100577711
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"17, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PX",100100577710
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"16, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PX",100100577709
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"15, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PX",100100577708
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"14, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PX",100100577707
BD,"HOREB CHAPEL, CHURCH STREET, PENYDARREN, MERTHYR TYDFIL",,"13, URBAN STREET, PENYDARREN, MERTHYR TYDFIL, CF47 9PX",100100577706
